Date,UserName,Komentar,Like
2025-06-16T03:49:19Z,@sofahidayat960,Itupake Granger terus ga bosen udah gak bisa solo kill savero,1
2025-06-16T03:47:47Z,@Userassasin-d1v,Alhamdulillah onic,1
2025-06-16T03:46:10Z,@ifanhaki8471,Adi ngapain adi 😂,1
2025-06-16T03:39:59Z,@SanZz-o1b,gila sanzz,0
2025-06-16T03:38:35Z,@firsalsabilaumaputri9920,bjir tembus 15jt,1
2025-06-16T03:35:57Z,@SaylajaranipaAkhijak,"Came for the thumbnail, stayed for the vibes",0
2025-06-16T03:34:55Z,@Tuanalpha,CUMA BISA GRANGER 😂😂,0
2025-06-16T03:27:01Z,@SlametRiyan-f4x,Kalau di ban Granger engga bisa main itu si toy hahah gold lane lawak cuman bisa 1 hero,0
2025-06-16T03:25:40Z,@kerilizham4975,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=27697"">7:41:37</a> gblok😂",0
2025-06-16T03:23:06Z,@nadiraamel4826,Onic tanpa ph bisa apa,0
2025-06-16T03:30:55Z,@andrewswanproposal,"Duh dek, kalah-kalah aj, kemaren lawan tlid klh😂",0
2025-06-16T07:23:46Z,@Hexmouth777,Rrq ga juara bisa apa🥱😂,0
2025-06-16T03:22:53Z,@suciariramadhani-db6fc,selalu aja kayak gitu RRQ kalau final .slalu aja kombek,0
2025-06-16T03:13:24Z,@alvaronizam4175,onik kroco cuma andalin coach yeb yeb tolongin yeb,0
2025-06-16T03:12:22Z,@wiratamahiukencana5174,Jujur dari saya Pribadi ya. Cuma Faktor &#39;&#39;MUJUR&#39;&#39; saja si ONIC ini dapat Juara. Secara Kenapa Si Sutsujin ini Gak Pakai Hero Yang Keras Damage&#39;nya Seperti HAYABUSA atau Lukas. Lukas dia bisa Dapat Maniac yang saya Tonton Waktu itu. Ada apa..? <br><br>Apakah ada sesuatu Di Sutsujin ini..? Kalau di Sepakbola kan Ada Pengaturan Skor yang Bisa di Atur Skornya Berapa. NAH kalau di MPL ini Apakah bisa Demikian..? Maksudnya Bayar salah satu Pemain Lawan Supaya Mengalah dan Bisa Dapat &#39;&#39;JUARA&#39;&#39; <br><br>Banyak Kejanggalan yang saya Baca di Sini,0
2025-06-16T03:09:59Z,@angelachmad6087,Bosan bener sebenernya liat juara local menang lagi<br>Takut di 4-0 Ama PH <br>Jangan sampai trauma lagi lah nanti,0
2025-06-16T03:09:54Z,@SolehAjah352,Game terakhir selalu kalah draf😢,0
2025-06-16T03:09:00Z,@FarelAdido,req kocak,0
2025-06-16T03:08:50Z,@alvaronizam4175,onik cuma gara gara coach yeb kalau sama coach Adi onik <br>beban gak bisa main mungkin kalah sama geek fam😂😂😂😂😂😂,0
2025-06-16T03:07:53Z,@dendysherlockzx4333,belum juara banyakin gaya tuh si toyo PPQ,0
2025-06-16T03:07:41Z,@FgwkdocbsnwBdnskehrb,This gave me chills… ini the best way,0
2025-06-16T03:05:18Z,@pakde3656,Dari fase grup Onic cuman main&quot; aja. lihat game play calon&quot; musuh di Playoff upprr lower brcket. Dan akhirnya di bantai semua sama Onic 🤣🤣🤣🤣,0
2025-06-16T03:04:04Z,@Jayjaxxxxx,Sumpah rrq jadi badut mpl 😭,0
2025-06-16T03:02:40Z,@denisupriyadi9485,viva,0
2025-06-16T03:02:34Z,@FunAnimalToons,tembak tembak toy toy toy,0
2025-06-16T02:58:50Z,@Mizu.7,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=26135"">7:15:35</a> replek bosku mantap",22
2025-06-16T02:58:31Z,@martyvanna,Kayak rank epic😂,0
2025-06-16T02:52:51Z,@Limmrizal7,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=27698"">7:41:38</a> 😂😂😂 coach yeb ada aja",0
2025-06-16T02:50:32Z,@hendikamaramislubis2260,apa hanya kelenjer toy 😂😂😂😂😂😂😂😂,0
2025-06-16T02:47:07Z,@muhammadsyauqimannan9988,Mana rrq bot amat,0
2025-06-16T02:40:32Z,@RehanRehan-t1k9p,Main pau aja,0
2025-06-16T02:39:00Z,@rafarelalgabriel9706,Bego emang ngapain pake haya...dia lupa waktu lawan AE,0
2025-06-16T02:36:09Z,@NgakakGess,ONIC FULL SENYUM<br>1. JUARA FF SEA<br>2. JUARA MPL,2
2025-06-16T02:49:39Z,@anakayam495,Double kill😂,0
2025-06-16T06:29:01Z,@egiaddabigigeming,Sayang aja hok nya malah pulang kalau gak mah udah triple kill,1
2025-06-16T02:35:24Z,@zadtzy,"Kasian banget dah, winstreak di regular, jadi kalah difinal😂",0
2025-06-16T02:33:12Z,@roisihotang7181,ehem ehem tanda tanda go publik nih kaisze,0
2025-06-16T02:31:25Z,@madcuyy,"whoop cw tangannya, calon diban kahh awokawoak <a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=27044"">7:30:44</a>",0
2025-06-16T02:30:45Z,@PutraIhsansaputra,Ibarat real Madrid onic difinal mpl susah buat kalah,0
2025-06-16T02:28:32Z,@YUMSSukasuka,Raja dari segala apa??,0
2025-06-16T02:23:01Z,@prastibkk-yb8og,Gue harap season 16 rrq ganti nama ya yang baru raja kondom dari segala kondom Konoha badut buat season 16 oke ku tunggu.. sang raja langit onic tetap raja langit is the best pokoknya onic its onic time 💯💯🔥🔥🔥🔥🇮🇩🇮🇩🇮🇩😍🥰❤️,1
2025-06-16T02:22:44Z,@kiperemyu,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=27941"">7:45:41</a> RAMBUT NNAEL KYK KESETRUM 😂😂",0
2025-06-16T02:20:58Z,@odicoasem7553,Raja lokal kalah di lokal😅😅😅,0
2025-06-16T02:19:13Z,@asmawijaya2870,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=25854"">7:10:54</a> EL FLIKER BERULAH CIKK😅",0
2025-06-16T03:00:10Z,@Mizu.7,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=26135"">7:15:35</a>",0
2025-06-16T03:17:48Z,@asmawijaya2870,​@@Mizu.7Itu gada info apa Chou udah fliker😂,0
2025-06-16T02:17:43Z,@wahyuditrisetya184,Naelll😢,1
2025-06-16T02:17:22Z,@Fahmisba-d6e4m,"Onic,sport menang",0
2025-06-16T02:14:49Z,@kamunanya11079,Cuma lutpi yang kurang ditim onic,1
2025-06-16T02:12:35Z,@wahyuditrisetya184,IT&#39;S ONIC TIME YUHUUUUU🎉🎉🎉🎉🎉🎉,2
2025-06-16T02:12:00Z,@mryuzoo27,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=26687"">7:24:47</a> <a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=26715"">7:25:15</a> Why are you crying Babe? I&#39;ll give you smile 😁😁😅",0
2025-06-16T02:11:04Z,@MigeelSnexbel,"Kasian padahal game 5 mau menang rrq,dyren opside",0
2025-06-16T02:10:49Z,@MasBrew-fk3wy,Males gue liat ujin sama toy ganti aja,1
2025-06-16T02:10:16Z,@Astotela67,Good game 🔥,0
2025-06-16T02:09:24Z,@Febrianrendi-g,Stop ya RRQ pakai gelar raja dari segala raja<br>Cocok nya raja runner up 😂😂<br>Yang raja cuman 1 ONIC🎉😂,2
2025-06-16T02:16:10Z,@imannuriman745,Anirr Ga Baha Tahh Bang😂😂😂,0
2025-06-16T02:08:39Z,@NadiaAulia-tj7jg,Gg AE,0
2025-06-16T02:08:22Z,@FalentinoChannel,"Emang ku akui,midlaner terkuat di indonesia masih sanz,sejak lemon pensi,sanz blm ada lawan, rinz emang jago,cuman byk kali blunder nya😢😢 forever to RRQ Vamos❤",0
2025-06-16T02:08:18Z,@AKUMONYETKAN,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=27494"">7:38:14</a> gila sanz, sepertinya akan menyusul hadiah menarik lainnya 😂😂😂<br>If you know what i mean",0
2025-06-16T02:07:11Z,@DreamZaF2P,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=26997"">7:29:57</a> SA AE LU COACH YEB😂😂 RRQ AUTO GEMETER",1
2025-06-16T02:06:54Z,@bokirmandara,RRQ ini Arsenalnya MPL 😭,0
2025-06-16T02:05:12Z,@umibozunion4,15jt orang nonton rrq jadi runner up 😂,0
2025-06-16T02:03:37Z,@mryuzoo27,"What did brusko say? <a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=6577"">1:49:37</a>",0
2025-06-16T02:02:19Z,@SriWijiyanti-n7d,RRQ kroco,0
2025-06-16T02:02:06Z,@norahazzahra5281,"ngeri Yee onic mainnya,ud mirip ph",0
2025-06-16T02:01:05Z,@Dwi_134,Yes onic menang,0
2025-06-16T02:00:25Z,@FalentinoChannel,"Tapi kecewa lihat diryen sama rinz di game ke 6,pdhl disitu udah diatas angin menang,ni mala blunder, sampai segitu nya diryen ngejar sanz😂😂😂",0
2025-06-16T02:00:01Z,@Theta_8,"Tidur skor 3-2, bangun&quot; udah malah 3-4 xixixixixi😹😹😹",0
2025-06-16T01:57:55Z,@PriaidamanTM,Raja Runner up 😂😂😂,2
2025-06-16T01:57:38Z,@RAbwi,"selebrasi toyy di game 5 😂😂😂😂😂<br>muka songong sok iye, endingnya di pojokan🤣🤣🤣🕺🕺🥳",1
2025-06-16T01:54:02Z,@prastibkk-yb8og,Sang raja langit onic id 🔥🔥🔥🇮🇩❤️😍😍🇮🇩🇮🇩🇮🇩 Alhamdulillah onic id 🤲🤲ttp semangat semoga bisa juara lagi msc buat Indonesia 😍😍🇮🇩🇮🇩🇮🇩 aamiin ya Allah 🤲🤲🤲 goonic its onic time 💪💪💪🇮🇩😍🔥🥰,2
2025-06-16T02:18:34Z,@imannuriman745,Aminn,1
2025-06-16T02:21:43Z,@prastibkk-yb8og,​@@imannuriman745gue selalu berdoa buat tim onic id semoga selalu lancar semuanya dan bisa juara msc buat Indonesia 🇮🇩🇮🇩 terbaik terkuat hanya tim onic id di bumi mpl 🇮🇩🇮🇩🥰💪💪💪😍🥰❤️,1
2025-06-16T01:50:29Z,@mayangwandira,SIAPA DISINI MAU MENANG LANGSUNG DI GAS RAIH KEMENANGAN DI 𝘚𝘈𝘉𝘋𝘈4𝘋 DIJAMIN MENANG BESAR LANGSUNG CEK 𝘚𝘈𝘉𝘋𝘈4𝘋,0
2025-06-16T01:50:38Z,@mayangwandira,Disini ya,0
2025-06-16T01:49:22Z,@FatanAlviansyah-i2u,Mana nih yang semalam ngespam komen &quot;LANDAK CUMA PELIHARAAN RAJA&#39;&#39;🤣🤣🤣,0
2025-06-16T01:48:50Z,@haswinlapodi2763,Hashtag makasih RINZ😂😂😂,0
2025-06-16T01:41:28Z,@kharenSitumorang-pl1sx,mana yang koar koar,1
2025-06-16T01:35:46Z,@abidalghifari1915,Gold lane rrq gak pernah joain ck,0
2025-06-16T01:35:45Z,@imannuriman745,Gila Si Sanzzz,0
2025-06-16T01:30:51Z,@ParwantoNugroho-j6e,season kemaren diinjak kuda sekarang diinjak landak...ckck..kasihannn😂😂,0
2025-06-16T01:30:13Z,@FarelGantenf,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=15472"">4:17:52</a>",0
2025-06-16T01:29:16Z,@dhimdhimhunter,Juara regular season lalu Runner up.. <br>Gitu terus kek kutukan 🗿,0
2025-06-16T01:27:29Z,@BintangGaming-k6n,Raja dari segala raja katanya,0
2025-06-16T01:26:36Z,@dulz15,Gelo onic ff sama onic ml juara,1
2025-06-16T01:26:29Z,@martyvanna,Mpl id settingan,0
2025-06-16T01:25:59Z,@DanangSetiawan-t2i,CBG= cuma bisa Granger 😂,0
2025-06-16T01:21:59Z,@muhhamadkukuhbudimartono7229,RRU: Raja Runner Up,0
2025-06-16T01:13:47Z,@Roni995,RRQ selalu mengulang kesalahan yang sama seperti sebelum ny. Tak rispek ban dan ngambil hero yang gak begitu bagus sbnrny😢😢😢😢,0
2025-06-16T01:12:42Z,@Loveme-mv9vw,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=26720"">7:25:20</a>: awwww szeeeee gopubbb",0
2025-06-16T01:12:20Z,@bociltop_up,"congrats onic!! dan terima kasih stream MPL bahasa Indonesianya, semoga turnamen ini abadi",0
2025-06-16T01:12:12Z,@dioooow18,ig sanz diserang bocil kongdom ampe ilang wkwkwk😂,1
2025-06-16T01:11:56Z,@danangwijaya3275,"MPL sudah masuk judi makanya susah, sudah seperti sepak bola, sudah di setting siapa yang jd juara, atau demi viewer yang banyak makanya di bikin sampai 4:3 kalau mau menang onic sudah menang 4:0",0
2025-06-16T01:04:12Z,@AlfanDaniar,kebanyakan bacot komentatornya kaya meremehkan rrq team yang ga bakal bisa menang,0
2025-06-16T01:03:19Z,@abeladhyastha1275,Ini waktunya kita bukan onic😹,0
2025-06-16T01:01:01Z,@orenbarbar1484,Wkwkkwwkwkwkw onic lagi onic lagi yang menang wkwkw 🤣🤣,0
2025-06-16T01:00:42Z,@leonard4374,buat apa dipucuk ...yg penting juara MPL,0
2025-06-16T00:59:46Z,@farhanhabib-v4e,adi😂,0
2025-06-16T00:56:48Z,@putuyuda3429,"Makanya jangan remehkan tim lain ,",0
2025-06-16T00:56:00Z,@putuyuda3429,Mana ini rrq 😂?,0
2025-06-16T00:55:47Z,@arjsaputra,"Moment admin mpl tidak respect sama onic <a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=23275"">6:27:55</a> 😢😢😢",12
2025-06-16T11:32:58Z,@jugaesport4297,"Dari dulu ketahuan menang GA netral, kru MPL semua mendukung rrq...",2
2025-06-16T00:53:20Z,@exwayway,EL GRANGER EL RUNNER UP WKWKWK UDAHAN YA MAIN RAJA RAJAANNYA PEPEQUU KONTOLODOM,0
2025-06-16T00:52:09Z,@prayogalesmana7879,Last game si rinz nyimpan fliker buat M7😂😂😂,0
2025-06-16T00:50:00Z,@TAKTAKDUNGCES,"Game 6 itu rrq bisa menang kalo si idok gak telat ulti pas war di lord 😂<br><br>Kalo bukan karena si YEB balik jangankan juara playoff aja mungkin onik gak akan masuk 🤣 ... NUNGGU KICAUAN ADI 🤭<br><a href=""http://www.youtube.com/results?search_query=%23yebefek"">#YebEfek</a>",0
2025-06-16T02:42:10Z,@drintoxfarhan6765,Udah nangisnya,0
2025-06-16T02:45:40Z,@TAKTAKDUNGCES,​@@drintoxfarhan6765 nangis ? Kenapa harus nangis 🤔,0
2025-06-16T00:48:30Z,@yofan.aryadita.32,Huhhh NT gaess,0
2025-06-16T00:47:51Z,@KuzunohaMakato,Semua tim indonesia tumbang pelatih dan analyst indonesia masih di bawah PH<br>Pelatih PH king of king(raja segala raja),0
2025-06-16T00:45:45Z,@rdiandwih9750,habis ini pasif suatu golongan akan aktif.. 😂,0
2025-06-16T00:44:28Z,@endangsetyawan7589,MANA NIH YANG NGOMONG LANGSUNG KASIH TROFI NYA AJA KE RRQ,0
2025-06-16T00:40:05Z,@BABANGSOB,Yesss onic winnnn🎉🎉🎉,0
2025-06-16T00:39:53Z,@FrietzieAlvaro,RRQ RAJA RUNNER UP😂😂,0
2025-06-16T00:38:45Z,@vionix4287,Badut tetaplah badut,0
2025-06-16T00:38:37Z,@FrietzieAlvaro,#9 to #1 ITSSSS ONIIIIIIIIIC TIMEEEEEEEEEEE,1
2025-06-16T00:37:55Z,@iqbalaldziban,"Mau nanya nih yang dukung tim onic <br>Itu savero siapa ya gue ketingglan info nih, terakhir gue lihat dulu yang ngisi gold lane cw<br>Sekarang cw kmna??",0
2025-06-16T00:37:10Z,@sobatmusikfm5915,Hanya bisa granger🤣,0
2025-06-16T00:33:40Z,@sarifhidayat2336,El fliker el blunder,0
2025-06-16T00:32:59Z,@3e424b,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=26604"">7:23:24</a> kok cengok gitu brokk???? taunting nya mana😂😂",0
2025-06-16T00:30:30Z,@rooniieofficial7263,Ler... Tolong ler...😅,0
2025-06-16T00:30:06Z,@akunnsukrii86,RRQ🔥🔥,0
2025-06-16T00:29:46Z,@aspaidipaidi,raja dari segala raja di skakmat😂,0
2025-06-16T00:28:52Z,@SiskaAudri,Resfect sama NASTARTOTO selalu profit,181
2025-06-16T00:21:44Z,@briyantsuryaa.6547,kaga ada bosen&quot; nya itu trio mid onic angkat piala,0
2025-06-16T00:16:36Z,@cimunnn,R.I.P el granger😂😂😂,0
2025-06-16T00:16:14Z,@ashabulkhafid5651,RRQ butuh improve mental..,0
2025-06-16T00:15:33Z,@natalnatal-w5s,Kek cuma bisa Granger jir,0
2025-06-16T00:15:02Z,@sanzcolony7961,"Awal mula kehancuran <a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=23600"">6:33:20</a>",0
2025-06-16T00:14:19Z,@bimbimbimbim7194,Raja playoff,0
2025-06-16T00:10:18Z,@tristan_naufal,43,0
2025-06-16T00:09:28Z,@AdnanBakhri-f7y4v,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=27042"">7:30:42</a> parah cw",0
2025-06-16T00:09:09Z,@syafiipart2184,Mage rrq lawak .sni gue gantiin,0
2025-06-16T00:06:23Z,@cimunnn,TERIMAKASIH ONIC🎉🎉🎉,0
2025-06-16T00:06:14Z,@ilhamabdullah-d6i,yang ngasih titel Raja dari segala raja siapa? raja lol🤡is beck😆,0
2025-06-16T00:04:13Z,@amarafadhilla1496,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=26484"">7:21:24</a> panik reflek ulti batu😅",2
2025-06-16T10:04:10Z,@lilikhermawan6637,"Itu bukan panik tolol, tapi dia mau ngehindarin CC &amp; slow dari skill pharsa, kalo yve ulti dia kan immune (Kebal) player epic mana paham 😂😂😂😂<br><br>Tp gila sanz malah flicker ke depan, tutor flicker kedepan ada di sanz ygy 😂😂😂",0
2025-06-16T10:04:55Z,@lilikhermawan6637,Lawak,0
2025-06-16T00:02:55Z,@patmah3987,Jiraya tobirama madara katsuyu,0
2025-06-16T00:01:37Z,@AbutolibAbutolib-m3c,Raja asli nya onic bukan rrq ingat piala msc tuh onic bukan rrq badut m series,0
2025-06-16T00:00:30Z,@damartamba8751,Kembalikan Skylar kami,0
2025-06-15T23:57:36Z,@Iqbalzzz-z3v,RRQ KUTUKAN RUNNER UP😂😅,1
2025-06-15T23:57:31Z,@YoanRefiansyah,runner-up dan runner-up ini ppq😹,0
2025-06-15T23:57:14Z,@TejoYeah,Granger hero kekalahan,0
2025-06-15T23:56:52Z,@GabutZzz-k1u,Kroco,0
2025-06-15T23:54:38Z,@DandenDon-x3g,SEMALEM GW KETIDURAN. EH PAS BANGUN SCROLL TIKTOK ONIC MENANG 🎉😂 AKHIRNYA GW NONTON LAGI DEH KESINI WKWKWKWK😂😂😂😂,0
2025-06-15T23:53:32Z,@setaone6702,TANPA RRQ KASIAN DEH NI MPL,0
2025-06-15T23:50:35Z,@Janggg5x,Udahlah Pasif Kalian Tuh Runner UP,0
2025-06-15T23:50:25Z,@nurwahyuniayyy8286,Nembus 15 juta coooo,0
2025-06-15T23:49:16Z,@Ligjer-v7f,GG SAVERO MONSTER ROOKIE,0
2025-06-15T23:48:59Z,@CilokBlora-qm1tr,"RRQ terkena kutukan akibat ulah fansnya,,selalu hina evos mungkin😂😂😂",0
2025-06-15T23:48:08Z,@ipecess3839,Raja dari segala raja runner up,0
2025-06-15T23:44:55Z,@kamelionggg20,"Onic aing gaada obat, deserve it!! 🥰🏆💛",0
2025-06-15T23:44:15Z,@mangeak-w3j,"dari s9 sampai s15 (6 season) udah tidak mampu angkat piala lagi. 15Jt penonton 4/5 nya cuman melihat team favorite nya jadi runner-up, mana main raja Rajaan pula dihadapan raja sesungguhnya king Onic. 🤙😝🤟🔥",0
2025-06-15T23:42:08Z,@SHARAN_OFFICIAL123,"RRQ aja kalah sama Onic dan Team Liquid cabang Indonesia, apalagi cabang Filipina",1
2025-06-15T23:41:30Z,@achmadsholeh7539,"Sekarang udah jelas ya KINGDOM siapa raja dari segala raja, kita sambut <a href=""http://www.youtube.com/results?search_query=%23onic"">#ONIC</a>",2
2025-06-15T23:39:39Z,@YogaPrastio-m7w,Onic 2 divisi Juaraa Di FF juara Di ML juara GG Onicc,1
2025-06-15T23:38:27Z,@adeks7569,Raja semut vs landak..ya menang landak lah..kn smut cemilan landak,1
2025-06-15T23:36:09Z,@narfahzzdarrel,3 poin untuk menghormati fans + ceo<br>4 poin untuk menunjukkan raja sebenarnya,30
2025-06-16T07:47:06Z,@nice5894,kelas kingg,2
2025-06-16T09:51:40Z,@cesiliaror,halah TAPI SONIC GUGUP KAN PAS 3-2 😂😂,0
2025-06-16T10:16:56Z,@LAMaco336,enggak biasa ajaaa. buktinya menang 😂😂. btw rrq kapan juara internasional 😂😂😂​@@cesiliaror,1
2025-06-16T10:17:11Z,@LAMaco336,enggak biasa ajaaa. buktinya menang 😂😂. btw rrq kapan juara internasional 😂😂😂​@@cesiliaror,1
2025-06-16T10:21:36Z,@cesiliaror,Udah pernah cok ​@@LAMaco336,0
2025-06-15T23:35:51Z,@genrelax400,"kongdon di reguler season udah songong duluan , eh endingnya cuma jagain piala orang . dan selalu seperti itu berseason-season . makanya jangan takabur duluan ya dom dom",0
2025-06-15T23:33:33Z,@OwnAnatoLy,"RRQ team miskin dari Indon xlayak digelar Raja, setiap musim hanya pelengkap jadual. Team RRQ hanya sesuai di gelar team 🐷 dari indon 🤭",1
2025-06-15T23:29:46Z,@Rehan_504,Onic menang karena khoc yeb,0
2025-06-15T23:57:31Z,@kresekpoleng5880,Rrq kalah karena karma fansnya sombong,0
2025-06-15T23:29:38Z,@mohamammad0987,Congrats untuk onic🎉🎉🎉,0
2025-06-15T23:28:08Z,@yosua7016,ih takut nya saya sama tim rrq aowkwkkw,0
2025-06-15T23:26:55Z,@putridwikartika-n3n,acil gak tau malu,0
2025-06-15T23:25:59Z,@AccelenesiaLovesDinosaurs,From #9 to champion🔥,1
2025-06-15T23:25:25Z,@KyotaroSena,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=16795"">4:39:55</a>",0
2025-06-15T23:25:17Z,@Yoghi-Gaming,Mr. Runner up,0
2025-06-15T23:22:34Z,@AryasatyaRaffaza,Nt RRQ and Congratulation ONIC,0
2025-06-15T23:22:06Z,@adiguna62,Lutpi main auto win,0
2025-06-15T23:21:17Z,@DitsSaat,Gelo onic,0
2025-06-15T23:20:03Z,@AbbasAlayyub,Badut,0
2025-06-15T23:19:43Z,@AnthonyPamogas,Boring server Indonesia 😂,1
2025-06-15T23:18:35Z,@rianhidayat463,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=26716"">7:25:16</a> gabisa akting nangis diaa kliatan banget maksa ngluarin air mata",0
2025-06-15T23:18:12Z,@ridzkiputra2868,15JT view wowwww,0
2025-06-15T23:18:10Z,@user-oj2cu6ln6r,GG ONIC NT RRQ,0
2025-06-15T23:15:40Z,@Relvathya,GG ONIC 🤺🔥🔥,0
2025-06-15T23:14:26Z,@faisalichal3150,1 kata lucu.<br>RAJA RUNNER UP 😂😂😂😂,0
2025-06-15T23:12:08Z,@FaedahGaming,"mampus rrq 😂, Fansnya lawak bgt, doa kok dikolom komentar🤣🤣",2
2025-06-15T23:11:14Z,@penikmatmata2127,Agak kocak raja dari segala raja padahal gak pernah juara internasional 😅,0
2025-06-15T23:08:14Z,@mhmmdjumadin9888,Di tunggu evos di M7,1
2025-06-15T23:08:11Z,@DindaAmeliaPutri-t4t,tolol RRQ GK bisa main ml apa RRQ bego,0
2025-06-15T23:07:45Z,@arlecchino2683,"direndahkan, diinjak, dilupakan di week awal, DAN LIHATLAH SIAPA JUARANYA <a href=""http://www.youtube.com/results?search_query=%23itsonictime"">#ITSONICTIME</a>",1
2025-06-15T23:07:39Z,@yunimarmamafebri,"<a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=26525"">7:22:05</a> Iya Tim Onic ESports dan poin kemenangan<br><a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=26788"">7:26:28</a> Dan ini adalah sang juara Tim Onic ESports menjadi pemenang<br><a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=27921"">7:45:21</a> Dan inilah sambutlah sang juara raja galaxy kita kali ini ini dia Tim Onic ESports<br><a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=28125"">7:48:45</a> Sampai Jumpa Di MPL Indonesia Season 16 tahun depan<br><a href=""https://www.youtube.com/watch?v=8wOi4vseeKM&amp;t=28134"">7:48:54</a> MPL Indonesia Season 15 We Own This <br>Selamat malam dan sampai jumpa Bye Bye!",0
2025-06-15T23:07:25Z,@YONKAII.,Udah menang 3 game malah planga plongo di game terakhir,0
2025-06-15T23:06:50Z,@MuhammadiqmaL-td7fb,PPQ menghilang DIRI LINE🤣🤣🤣,0
2025-06-15T23:06:47Z,@sugiono4675,gg onic nt rrq👏,0
2025-06-15T23:06:01Z,@AbbasAlayyub,mampus ppq bosok 🤣,0
2025-06-15T23:04:42Z,@DavidSitompul-qq9ls,kenapa kalau pake baxia kalah Mulu😭😭😭😭😭😭,0
2025-06-15T23:03:44Z,@rizkisetiawan2229,Hha ngakak banget liat sang raja tayy orang lu tim kecil piala aja dikit gaguna juga buat negara piala apapun kagak punya krco,0
2025-06-15T23:03:40Z,@OwnAnatoLy,Team 🤡 dari indon hanya pelengkap jadual di MSC nanti 🤭,1
2025-06-15T23:03:10Z,@RF-qp2zj,NT king,0
2025-06-15T23:02:03Z,@yyyya.,baba yeba baek banget ksih score 3 ke rrq,4
2025-06-16T00:09:04Z,@afaiyah123-w2f,"Iya dong lumayan kan lamain gamenya biar cuan, eh ini kongdom malah ngelunjak langsung ngeclaim juara😂😂😂😂",0
2025-06-15T23:00:12Z,@MuhammadAswad-n8p,#9 juara mpl,1
2025-06-15T23:00:05Z,@yayayahyaburhan6327,Onic is the bets🎉🎉,5
2025-06-15T22:58:50Z,@ichankqnotz4449,Raja lokal..tanpa di gendong Philipina,1
2025-06-15T23:40:36Z,@genfos-mk5qk,Wkwkwk.. Nangis dipojokan.. Kondom kalau kalah ya gni.. banyak alasan.. Raja run up iya.. Season kemaren kalah sama tlid sekarang kalah lagi... Sakittttttt😂😂😂😂,0
2025-06-15T22:58:14Z,@MuhammadiqmaL-td7fb,Jangan koar&quot; di awal ya adik-adik😅,1
2025-06-15T22:58:05Z,@rama.akhmed,nangis LU BADUT 🤣🤣🤣,1
2025-06-15T22:54:53Z,@Kathhhhhx,Kal lokall😂,1
2025-06-15T22:54:17Z,@kocakgamingsumbawa974,"Gak nonton pun dah tau yang menang siapa. Pak AP pusing lihat 2 kekalahan RRQ dalam 1 malam, rrq valo di pulangin fnatic",2
2025-06-15T23:07:43Z,@R.I.W,Coba suruh berkaca ada yang salah itu sama itu tim masa semua timnya tooson semua 😂,0
2025-06-15T22:53:34Z,@abcwxyz000,kegilaan tim onic❌️<br>kegilaan coach yep ✅️<br><br>yep tolongin yep 😭,2
2025-06-15T22:53:00Z,@NiwayanSarii,Dari #9 jadi Champions dong gg onicc,4
2025-06-15T22:52:33Z,@Juliantttttttttt,ALHAMDULILLAH<br><br>TEORI GANTI JERSEY,1
2025-06-15T22:51:57Z,@nodrivcanodrivca4449,Toy bukannya ambil wan wan malah ambil granger😂,0
2025-06-15T22:51:37Z,@TriHanifa-l8t,RQQ banyak blunder nya 😢,0
2025-06-15T22:49:50Z,@ninukristiyanah1268,Kocak,0
2025-06-15T22:49:40Z,@Kaiiジ,Nt ya RRQ tetap respect <br>Tapi kalo buat fans nya engga dulu,0
2025-06-15T22:47:34Z,@smilelightt,selamat onic juara lagi yo🎉,1
2025-06-15T22:47:20Z,@smilelightt,rrq duta Runner up ya guys??,1
